Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-5g21950			
CSH1-5g21941	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g21952			
CSH1-5g21960	GO:0016020	membrane	Cellular Component
CSH1-5g21964	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-5g21964	GO:0008422	beta-glucosidase activity	Molecular Function
CSH1-5g21976			
CSH1-5g21987	GO:0009908	flower development	Biological Process
CSH1-5g21987	GO:0030154	cell differentiation	Biological Process
CSH1-5g21991	GO:0000126	transcription factor TFIIIB complex	Cellular Component
CSH1-5g21991	GO:0000995	RNA polymerase III general transcription initiation factor activity	Molecular Function
CSH1-5g21991	GO:0001006	RNA polymerase III type 3 promoter sequence-specific DNA binding	Molecular Function
CSH1-5g21991	GO:0005634	nucleus	Cellular Component
CSH1-5g21991	GO:0006383	transcription by RNA polymerase III	Biological Process
CSH1-5g21991	GO:0017025	TBP-class protein binding	Molecular Function
CSH1-5g21991	GO:0070897	transcription preinitiation complex assembly	Biological Process
CSH1-5g21991	GO:0097550	transcription preinitiation complex	Cellular Component
CSH1-5g21994	GO:0003824	catalytic activity	Molecular Function
CSH1-5g21995	GO:0000126	transcription factor TFIIIB complex	Cellular Component
CSH1-5g21995	GO:0000995	RNA polymerase III general transcription initiation factor activity	Molecular Function
CSH1-5g21995	GO:0001006	RNA polymerase III type 3 promoter sequence-specific DNA binding	Molecular Function
CSH1-5g21995	GO:0005634	nucleus	Cellular Component
CSH1-5g21995	GO:0006383	transcription by RNA polymerase III	Biological Process
CSH1-5g21995	GO:0017025	TBP-class protein binding	Molecular Function
CSH1-5g21995	GO:0070897	transcription preinitiation complex assembly	Biological Process
CSH1-5g21995	GO:0097550	transcription preinitiation complex	Cellular Component
CSH1-5g22006	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22006	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22011			
CSH1-5g22022			
CSH1-5g22028	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22028	GO:0016020	membrane	Cellular Component
CSH1-5g22030	GO:0005802	trans-Golgi network	Cellular Component
CSH1-5g22030	GO:0032367	intracellular cholesterol transport	Biological Process
CSH1-5g22030	GO:0055037	recycling endosome	Cellular Component
CSH1-5g22037			
CSH1-5g22043			
CSH1-5g22044			
CSH1-5g22054			
CSH1-5g22055			
CSH1-5g22066	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
CSH1-5g22066	GO:0004519	endonuclease activity	Molecular Function
CSH1-5g22066	GO:0006508	proteolysis	Biological Process
CSH1-5g22066	GO:0015074	DNA integration	Biological Process
CSH1-5g22067			
CSH1-5g22068			
CSH1-5g22069			
CSH1-5g22057			
CSH1-5g22071	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22071	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22071	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22071	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22071	GO:0006310	DNA recombination	Biological Process
CSH1-5g22071	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22071	GO:0015074	DNA integration	Biological Process
CSH1-5g22074			
CSH1-5g22070			
CSH1-5g22073			
CSH1-5g22076			
CSH1-5g22078			
CSH1-5g22080			
CSH1-5g22086			
CSH1-5g22095			
CSH1-5g22108			
CSH1-5g22110			
CSH1-5g22116			
CSH1-5g22117	GO:0003677	DNA binding	Molecular Function
CSH1-5g22117	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22118			
CSH1-5g22115	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22134			
CSH1-5g22127			
CSH1-5g22128			
CSH1-5g22130			
CSH1-5g22136			
CSH1-5g22138	GO:0000723	telomere maintenance	Biological Process
CSH1-5g22138	GO:0003678	DNA helicase activity	Molecular Function
CSH1-5g22138	GO:0005524	ATP binding	Molecular Function
CSH1-5g22138	GO:0006281	DNA repair	Biological Process
CSH1-5g22138	GO:0006310	DNA recombination	Biological Process
CSH1-5g22138	GO:0016787	hydrolase activity	Molecular Function
CSH1-5g22140			
CSH1-5g22141			
CSH1-5g22142	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22144			
CSH1-5g22149			
CSH1-5g22152			
CSH1-5g22153			
CSH1-5g22155	GO:0016853	isomerase activity	Molecular Function
CSH1-5g22157	GO:0004672	protein kinase activity	Molecular Function
CSH1-5g22157	GO:0005524	ATP binding	Molecular Function
CSH1-5g22176			
CSH1-5g22192			
CSH1-5g22195	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22195	GO:0005524	ATP binding	Molecular Function
CSH1-5g22195	GO:0016020	membrane	Cellular Component
CSH1-5g22195	GO:0048544	recognition of pollen	Biological Process
CSH1-5g22199			
CSH1-5g22203			
CSH1-5g22210	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22211	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22218			
CSH1-5g22219	GO:0004672	protein kinase activity	Molecular Function
CSH1-5g22219	GO:0005524	ATP binding	Molecular Function
CSH1-5g22219	GO:0016020	membrane	Cellular Component
CSH1-5g22224	GO:0005737	cytoplasm	Cellular Component
CSH1-5g22224	GO:0005874	microtubule	Cellular Component
CSH1-5g22231			
CSH1-5g22234	GO:0004672	protein kinase activity	Molecular Function
CSH1-5g22235	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22235	GO:0005524	ATP binding	Molecular Function
CSH1-5g22235	GO:0016020	membrane	Cellular Component
CSH1-5g22240			
CSH1-5g22241			
CSH1-5g22242	GO:0004672	protein kinase activity	Molecular Function
CSH1-5g22242	GO:0005524	ATP binding	Molecular Function
CSH1-5g22242	GO:0016020	membrane	Cellular Component
CSH1-5g22244			
CSH1-5g22239			
CSH1-5g22252			
CSH1-5g22255			
CSH1-5g22268			
CSH1-5g22274			
CSH1-5g22273			
CSH1-5g22281			
CSH1-5g22284			
CSH1-5g22286			
CSH1-5g22287			
CSH1-5g22289			
CSH1-5g22292	GO:0003993	acid phosphatase activity	Molecular Function
CSH1-5g22292	GO:0045735	nutrient reservoir activity	Molecular Function
CSH1-5g22295	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22295	GO:0005524	ATP binding	Molecular Function
CSH1-5g22295	GO:0007165	signal transduction	Biological Process
CSH1-5g22295	GO:0016020	membrane	Cellular Component
CSH1-5g22296	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22296	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22299	GO:0003993	acid phosphatase activity	Molecular Function
CSH1-5g22299	GO:0045735	nutrient reservoir activity	Molecular Function
CSH1-5g22297			
CSH1-5g22306			
CSH1-5g22312			
CSH1-5g22329			
CSH1-5g22330	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22330	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22334			
CSH1-5g22333			
CSH1-5g22338			
CSH1-5g22349	GO:0005634	nucleus	Cellular Component
CSH1-5g22349	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-5g22349	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22343			
CSH1-5g22352			
CSH1-5g22360	GO:0016020	membrane	Cellular Component
CSH1-5g22358			
CSH1-5g22363	GO:0016020	membrane	Cellular Component
CSH1-5g22368	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22368	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22366			
CSH1-5g22369			
CSH1-5g22379			
CSH1-5g22384			
CSH1-5g22387			
CSH1-5g22392			
CSH1-5g22394			
CSH1-5g22389			
CSH1-5g22395			
CSH1-5g22401			
CSH1-5g22402			
CSH1-5g22416			
CSH1-5g22433	GO:0005743	mitochondrial inner membrane	Cellular Component
CSH1-5g22433	GO:0030003	intracellular monoatomic cation homeostasis	Biological Process
CSH1-5g22440			
CSH1-5g22439			
CSH1-5g22450			
CSH1-5g22453			
CSH1-5g22455			
CSH1-5g22454			
CSH1-5g22470	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22470	GO:0005524	ATP binding	Molecular Function
CSH1-5g22470	GO:0016020	membrane	Cellular Component
CSH1-5g22470	GO:0048544	recognition of pollen	Biological Process
CSH1-5g22481			
CSH1-5g22483	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22483	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22483	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22483	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22483	GO:0006310	DNA recombination	Biological Process
CSH1-5g22483	GO:0015074	DNA integration	Biological Process
CSH1-5g22483	GO:0046872	metal ion binding	Molecular Function
CSH1-5g22484			
CSH1-5g22485			
CSH1-5g22487	GO:0010073	meristem maintenance	Biological Process
CSH1-5g22496	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22496	GO:0016020	membrane	Cellular Component
CSH1-5g22497	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22497	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22497	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22498			
CSH1-5g22499	GO:0003924	GTPase activity	Molecular Function
CSH1-5g22499	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22499	GO:0005525	GTP binding	Molecular Function
CSH1-5g22499	GO:0005634	nucleus	Cellular Component
CSH1-5g22499	GO:0005737	cytoplasm	Cellular Component
CSH1-5g22499	GO:0005874	microtubule	Cellular Component
CSH1-5g22499	GO:0008017	microtubule binding	Molecular Function
CSH1-5g22499	GO:0016020	membrane	Cellular Component
CSH1-5g22499	GO:0016242	negative regulation of macroautophagy	Biological Process
CSH1-5g22499	GO:0031929	TOR signaling	Biological Process
CSH1-5g22499	GO:0031931	TORC1 complex	Cellular Component
CSH1-5g22499	GO:0031932	TORC2 complex	Cellular Component
CSH1-5g22493	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22493	GO:0005524	ATP binding	Molecular Function
CSH1-5g22493	GO:0016020	membrane	Cellular Component
CSH1-5g22493	GO:0048544	recognition of pollen	Biological Process
CSH1-5g22500			
CSH1-5g22514			
CSH1-5g22515			
CSH1-5g22537			
CSH1-5g22543	GO:0016020	membrane	Cellular Component
CSH1-5g22546	GO:0016020	membrane	Cellular Component
CSH1-5g22547	GO:0016020	membrane	Cellular Component
CSH1-5g22548	GO:0016020	membrane	Cellular Component
CSH1-5g22553			
CSH1-5g22554			
CSH1-5g22544			
CSH1-5g22569			
CSH1-5g22574	GO:0046910	pectinesterase inhibitor activity	Molecular Function
CSH1-5g22583			
CSH1-5g22590			
CSH1-5g22597			
CSH1-5g22601			
CSH1-5g22602			
CSH1-5g22605			
CSH1-5g22606			
CSH1-5g22610	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22610	GO:0005524	ATP binding	Molecular Function
CSH1-5g22610	GO:0005886	plasma membrane	Cellular Component
CSH1-5g22624			
CSH1-5g22636			
CSH1-5g22642			
CSH1-5g22640			
CSH1-5g22644	GO:0009699	phenylpropanoid biosynthetic process	Biological Process
CSH1-5g22644	GO:0048046	apoplast	Cellular Component
CSH1-5g22646			
CSH1-5g22647			
CSH1-5g22651			
CSH1-5g22658	GO:0005634	nucleus	Cellular Component
CSH1-5g22658	GO:0008276	protein methyltransferase activity	Molecular Function
CSH1-5g22655			
CSH1-5g22666			
CSH1-5g22663			
CSH1-5g22670	GO:0009507	chloroplast	Cellular Component
CSH1-5g22672	GO:0009507	chloroplast	Cellular Component
CSH1-5g22679			
CSH1-5g22671	GO:0009507	chloroplast	Cellular Component
CSH1-5g22671	GO:0016787	hydrolase activity	Molecular Function
CSH1-5g22673	GO:0016787	hydrolase activity	Molecular Function
CSH1-5g22677			
CSH1-5g22691			
CSH1-5g22692			
CSH1-5g22694			
CSH1-5g22699			
CSH1-5g22700			
CSH1-5g22703			
CSH1-5g22698			
CSH1-5g22707	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
CSH1-5g22707	GO:0006508	proteolysis	Biological Process
CSH1-5g22708	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22708	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22708	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22708	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22708	GO:0006310	DNA recombination	Biological Process
CSH1-5g22708	GO:0015074	DNA integration	Biological Process
CSH1-5g22708	GO:0046872	metal ion binding	Molecular Function
CSH1-5g22711	GO:0003677	DNA binding	Molecular Function
CSH1-5g22711	GO:0003678	DNA helicase activity	Molecular Function
CSH1-5g22711	GO:0005524	ATP binding	Molecular Function
CSH1-5g22711	GO:0005634	nucleus	Cellular Component
CSH1-5g22711	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-5g22711	GO:0010569	regulation of double-strand break repair via homologous recombination	Biological Process
CSH1-5g22711	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	Molecular Function
CSH1-5g22711	GO:0045910	negative regulation of DNA recombination	Biological Process
CSH1-5g22711	GO:0046872	metal ion binding	Molecular Function
CSH1-5g22711	GO:0051539	4 iron, 4 sulfur cluster binding	Molecular Function
CSH1-5g22711	GO:0070182	DNA polymerase binding	Molecular Function
CSH1-5g22711	GO:0090657	telomeric loop disassembly	Biological Process
CSH1-5g22711	GO:1904430	negative regulation of t-circle formation	Biological Process
CSH1-5g22721	GO:0016853	isomerase activity	Molecular Function
CSH1-5g22722	GO:0016853	isomerase activity	Molecular Function
CSH1-5g22719			
CSH1-5g22724			
CSH1-5g22725	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22725	GO:0005524	ATP binding	Molecular Function
CSH1-5g22725	GO:0016020	membrane	Cellular Component
CSH1-5g22725	GO:0048544	recognition of pollen	Biological Process
CSH1-5g22723			
CSH1-5g22729			
CSH1-5g22731			
CSH1-5g22743			
CSH1-5g22740			
CSH1-5g22749	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22749	GO:0005509	calcium ion binding	Molecular Function
CSH1-5g22749	GO:0005524	ATP binding	Molecular Function
CSH1-5g22749	GO:0005886	plasma membrane	Cellular Component
CSH1-5g22749	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-5g22749	GO:0030247	polysaccharide binding	Molecular Function
CSH1-5g22751			
CSH1-5g22752	GO:0016020	membrane	Cellular Component
CSH1-5g22758			
CSH1-5g22759			
CSH1-5g22765			
CSH1-5g22768			
CSH1-5g22764			
CSH1-5g22766			
CSH1-5g22780	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22780	GO:0005524	ATP binding	Molecular Function
CSH1-5g22780	GO:0016020	membrane	Cellular Component
CSH1-5g22780	GO:0048544	recognition of pollen	Biological Process
CSH1-5g22781			
CSH1-5g22788			
CSH1-5g22796			
CSH1-5g22804			
CSH1-5g22809			
CSH1-5g22805			
CSH1-5g22811	GO:0003677	DNA binding	Molecular Function
CSH1-5g22811	GO:0004519	endonuclease activity	Molecular Function
CSH1-5g22811	GO:0006281	DNA repair	Biological Process
CSH1-5g22816	GO:0004568	chitinase activity	Molecular Function
CSH1-5g22816	GO:0005576	extracellular region	Cellular Component
CSH1-5g22816	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-5g22816	GO:0006032	chitin catabolic process	Biological Process
CSH1-5g22816	GO:0008061	chitin binding	Molecular Function
CSH1-5g22821	GO:0016853	isomerase activity	Molecular Function
CSH1-5g22826			
CSH1-5g22825			
CSH1-5g22830	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-5g22830	GO:0005634	nucleus	Cellular Component
CSH1-5g22830	GO:0006898	receptor-mediated endocytosis	Biological Process
CSH1-5g22830	GO:0007032	endosome organization	Biological Process
CSH1-5g22830	GO:0010008	endosome membrane	Cellular Component
CSH1-5g22830	GO:0016242	negative regulation of macroautophagy	Biological Process
CSH1-5g22830	GO:0031929	TOR signaling	Biological Process
CSH1-5g22830	GO:0031931	TORC1 complex	Cellular Component
CSH1-5g22830	GO:0031932	TORC2 complex	Cellular Component
CSH1-5g22830	GO:2000641	regulation of early endosome to late endosome transport	Biological Process
CSH1-5g22833	GO:0003824	catalytic activity	Molecular Function
CSH1-5g22832	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22836	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-5g22836	GO:0043531	ADP binding	Molecular Function
CSH1-5g22836	GO:0098542	defense response to other organism	Biological Process
CSH1-5g22843			
CSH1-5g22846			
CSH1-5g22872			
CSH1-5g22877			
CSH1-5g22879			
CSH1-5g22875			
CSH1-5g22885	GO:0005634	nucleus	Cellular Component
CSH1-5g22885	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22887	GO:0016020	membrane	Cellular Component
CSH1-5g22896	GO:0003677	DNA binding	Molecular Function
CSH1-5g22896	GO:0004519	endonuclease activity	Molecular Function
CSH1-5g22896	GO:0006281	DNA repair	Biological Process
CSH1-5g22899			
CSH1-5g22914	GO:0016462	pyrophosphatase activity	Molecular Function
CSH1-5g22917			
CSH1-5g22910	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22910	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22910	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22910	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22910	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22911	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22911	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22911	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22911	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22916	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
CSH1-5g22916	GO:0046872	metal ion binding	Molecular Function
CSH1-5g22916	GO:0051213	dioxygenase activity	Molecular Function
CSH1-5g22909	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22909	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22909	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22909	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22908	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22908	GO:0003964	RNA-directed DNA polymerase activity	Molecular Function
CSH1-5g22908	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22908	GO:0006278	RNA-templated DNA biosynthetic process	Biological Process
CSH1-5g22908	GO:0008270	zinc ion binding	Molecular Function
CSH1-5g22924	GO:0003676	nucleic acid binding	Molecular Function
CSH1-5g22924	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-5g22921			
CSH1-5g22928			
CSH1-5g22919			
CSH1-5g22937			
CSH1-5g22941			
CSH1-5g22944	GO:0016020	membrane	Cellular Component
CSH1-5g22944	GO:0031047	regulatory ncRNA-mediated gene silencing	Biological Process
